datetime,pm25
20150528-4:00,96
20150528-5:00,85
20150528-6:00,41
20150528-7:00,33
20150528-8:00,16
20150528-9:00,11
20150528-10:00,18
20150528-11:00,14
20150528-12:00,13
20150528-13:00,15
20150528-14:00,19
20150528-15:00,20
20150528-16:00,19
20150528-17:00,16
20150528-18:00,14
20150528-19:00,14
20150528-20:00,15
20150528-21:00,16
20150528-22:00,15
20150528-23:00,16
20150529-0:00,16
20150529-1:00,18
20150529-2:00,20
20150529-3:00,19
20150529-4:00,20
20150529-5:00,20
20150529-6:00,24
20150529-7:00,31
20150529-8:00,44
20150529-9:00,45
20150529-10:00,46
20150529-11:00,46
20150529-12:00,40
20150529-13:00,38
20150529-14:00,41
20150529-15:00,43
20150529-16:00,39
20150529-17:00,41
20150529-18:00,41
20150529-19:00,40
20150529-20:00,37
20150529-21:00,36
20150529-22:00,43
20150529-23:00,48
20150530-0:00,22
20150530-1:00,8
20150530-2:00,6
20150530-3:00,6
20150530-4:00,5
20150530-5:00,5
20150530-6:00,5
20150530-7:00,5
20150530-8:00,6
20150530-9:00,6
20150530-10:00,6
20150530-11:00,6
20150530-12:00,5
20150530-13:00,5
20150530-14:00,5
20150530-15:00,3
20150530-16:00,3
20150530-17:00,5
20150530-18:00,6
20150530-19:00,7
20150530-20:00,7
20150530-21:00,6
20150530-22:00,8
20150530-23:00,6
20150531-0:00,7
20150531-1:00,5
20150531-2:00,6
20150531-3:00,5
20150531-4:00,6
20150531-5:00,7
20150531-6:00,7
20150531-7:00,8
20150531-8:00,8
20150531-9:00,7
20150531-10:00,9
20150531-11:00,11
20150531-12:00,17
20150531-13:00,22
20150531-14:00,25
20150531-15:00,28
20150531-16:00,27
20150531-17:00,26
20150531-18:00,32
20150531-19:00,36
20150531-20:00,35
20150531-21:00,29
20150531-22:00,24
20150531-23:00,40
20150601-0:00,70
20150601-1:00,80
20150601-2:00,72
20150601-3:00,85
20150601-4:00,63
20150601-5:00,52
20150601-6:00,62
20150601-7:00,44
20150601-8:00,15
20150601-9:00,9
20150601-10:00,10
20150601-11:00,10
20150601-12:00,8
20150601-13:00,8
20150601-14:00,8
20150601-15:00,10
20150601-16:00,19
20150601-17:00,9
20150601-18:00,9
20150601-19:00,10
20150601-20:00,12
20150601-21:00,15
20150601-22:00,17
20150601-23:00,16
20150602-0:00,18
20150602-1:00,18
20150602-2:00,14
20150602-3:00,13
20150602-4:00,13
20150602-5:00,12
20150602-6:00,12
20150602-7:00,13
20150602-8:00,13
20150602-9:00,14
20150602-10:00,18
20150602-11:00,15
20150602-12:00,15
20150602-13:00,17
20150602-14:00,14
20150602-15:00,13
20150602-16:00,11
20150602-17:00,14
20150602-18:00,16
20150602-19:00,15
20150602-20:00,14
20150602-21:00,12
20150602-22:00,14
20150602-23:00,16
20150603-0:00,18
20150603-1:00,15
20150603-2:00,12
20150603-3:00,10
20150603-4:00,10
20150603-5:00,10
20150603-6:00,12
20150603-7:00,14
20150603-8:00,15
20150603-9:00,13
20150603-10:00,9
20150603-11:00,7
20150603-12:00,6
20150603-13:00,6
20150603-14:00,5
20150603-15:00,5
20150603-16:00,7
20150603-17:00,7
20150603-18:00,6
20150603-19:00,7
20150603-20:00,6
20150603-21:00,7
20150603-22:00,10
20150603-23:00,11
20150604-0:00,15
20150604-1:00,16
20150604-2:00,17
20150604-3:00,14
20150604-4:00,13
20150604-5:00,12
20150604-6:00,16
20150604-7:00,19
20150604-8:00,19
20150604-9:00,16
20150604-10:00,14
20150604-11:00,13
20150604-12:00,14
20150604-13:00,14
20150604-14:00,15
20150604-15:00,16
20150604-16:00,14
20150604-17:00,15
20150604-18:00,12
20150604-19:00,12
20150604-20:00,16
20150604-21:00,29
20150604-22:00,24
20150604-23:00,20
20150605-0:00,16
20150605-1:00,16
20150605-2:00,17
20150605-3:00,19
20150605-4:00,19
20150605-5:00,19
20150605-6:00,17
20150605-7:00,19
20150605-8:00,14
20150605-9:00,12
20150605-10:00,10
20150605-11:00,11
20150605-12:00,11
20150605-13:00,11
20150605-14:00,10
20150605-15:00,10
20150605-16:00,10
20150605-17:00,10
20150605-18:00,12
20150605-19:00,14
20150605-20:00,14
20150605-21:00,15
20150605-22:00,16
20150605-23:00,17
20150606-0:00,16
20150606-1:00,15
20150606-2:00,14
20150606-3:00,14
20150606-4:00,15
20150606-5:00,16
20150606-6:00,16
20150606-7:00,16
20150606-8:00,18
20150606-9:00,22
20150606-10:00,24
20150606-11:00,30
20150606-12:00,29
20150606-13:00,31
20150606-14:00,33
20150606-15:00,33
20150606-16:00,34
20150606-17:00,34
20150606-18:00,36
20150606-19:00,36
20150606-20:00,33
20150606-21:00,25
20150606-22:00,17
20150606-23:00,13
20150607-0:00,12
20150607-1:00,12
20150607-2:00,13
20150607-3:00,15
20150607-4:00,19
20150607-5:00,23
20150607-6:00,26
20150607-7:00,19
20150607-8:00,13
20150607-9:00,11
20150607-10:00,9
20150607-11:00,8
20150607-12:00,7
20150607-13:00,5
20150607-14:00,5
20150607-15:00,5
20150607-16:00,4
20150607-17:00,4
20150607-18:00,4
20150607-19:00,5
20150607-20:00,6
20150607-21:00,7
20150607-22:00,9
20150607-23:00,9
20150608-0:00,8
20150608-1:00,9
20150608-2:00,12
20150608-3:00,15
20150608-4:00,24
20150608-5:00,30
20150608-6:00,30
20150608-7:00,28
20150608-8:00,21
20150608-9:00,17
20150608-10:00,8
20150608-11:00,7
20150608-12:00,6
20150608-13:00,5
20150608-14:00,5
20150608-15:00,5
20150608-16:00,5
20150608-17:00,5
20150608-18:00,5
20150608-19:00,6
20150608-20:00,7
20150608-21:00,9
20150608-22:00,12
20150608-23:00,13
20150609-0:00,13
20150609-1:00,16
20150609-2:00,16
20150609-3:00,12
20150609-4:00,10
20150609-5:00,12
20150609-6:00,23
20150609-7:00,28
20150609-8:00,20
20150609-9:00,27
20150609-10:00,23
20150609-11:00,17
20150609-12:00,13
20150609-13:00,7
20150609-14:00,5
20150609-15:00,5
20150609-16:00,6
20150609-17:00,6
20150609-18:00,5
20150609-19:00,5
20150609-20:00,7
20150609-21:00,13
20150609-22:00,11
20150609-23:00,11
20150610-0:00,22
20150610-1:00,35
20150610-2:00,42
20150610-3:00,36
20150610-4:00,40
20150610-5:00,39
20150610-6:00,40
20150610-7:00,38
20150610-8:00,32
20150610-9:00,28
20150610-10:00,22
20150610-11:00,20
20150610-12:00,22
20150610-13:00,21
20150610-14:00,19
20150610-15:00,15
20150610-16:00,13
20150610-17:00,13
20150610-18:00,16
20150610-19:00,16
20150610-20:00,17
20150610-21:00,22
20150610-22:00,27
20150610-23:00,32
20150611-0:00,31
20150611-1:00,30
20150611-2:00,30
20150611-3:00,27
20150611-4:00,25
20150611-5:00,23
20150611-6:00,19
20150611-7:00,17
20150611-8:00,16
20150611-9:00,15
20150611-10:00,15
20150611-11:00,14
20150611-12:00,14
20150611-13:00,16
20150611-14:00,22
20150611-15:00,23
20150611-16:00,14
20150611-17:00,9
20150611-18:00,8
20150611-19:00,8
20150611-20:00,12
20150611-21:00,19
20150611-22:00,11
20150611-23:00,11
20150612-0:00,11
20150612-1:00,14
20150612-2:00,14
20150612-3:00,10
20150612-4:00,8
20150612-5:00,14
20150612-6:00,19
20150612-7:00,20
20150612-8:00,13
20150612-9:00,12
20150612-10:00,15
20150612-11:00,14
20150612-12:00,12
20150612-13:00,11
20150612-14:00,10
20150612-15:00,10
20150612-16:00,10
20150612-17:00,10
20150612-18:00,11
20150612-19:00,13
20150612-20:00,12
20150612-21:00,13
20150612-22:00,13
20150612-23:00,14
20150613-0:00,14
20150613-1:00,20
20150613-2:00,19
20150613-3:00,22
20150613-4:00,17
20150613-5:00,15
20150613-6:00,16
20150613-7:00,15
20150613-8:00,10
20150613-9:00,10
20150613-10:00,8
20150613-11:00,8
20150613-12:00,8
20150613-13:00,6
20150613-14:00,7
20150613-15:00,8
20150613-16:00,11
20150613-17:00,13
20150613-18:00,12
20150613-19:00,10
20150613-20:00,10
20150613-21:00,11
20150613-22:00,14
20150613-23:00,15
20150614-0:00,18
20150614-1:00,22
20150614-2:00,29
20150614-3:00,32
20150614-4:00,34
20150614-5:00,33
20150614-6:00,29
20150614-7:00,43
20150614-8:00,37
20150614-9:00,25
20150614-10:00,31
20150614-11:00,30
20150614-12:00,21
20150614-13:00,13
20150614-14:00,12
20150614-15:00,10
20150614-16:00,13
20150614-17:00,16
20150614-18:00,15
20150614-19:00,13
20150614-20:00,13
20150614-21:00,15
20150614-22:00,19
20150614-23:00,29
20150615-0:00,34
20150615-1:00,30
20150615-2:00,32
20150615-3:00,28
20150615-4:00,33
20150615-5:00,28
20150615-6:00,26
20150615-7:00,29
20150615-8:00,31
20150615-9:00,24
20150615-10:00,21
20150615-11:00,12
20150615-12:00,10
20150615-13:00,11
20150615-14:00,11
20150615-15:00,10
20150615-16:00,19
20150615-17:00,20
20150615-18:00,22
20150615-19:00,22
20150615-20:00,25
20150615-21:00,25
20150615-22:00,27
20150615-23:00,31
20150616-0:00,32
20150616-1:00,32
20150616-2:00,34
20150616-3:00,35
20150616-4:00,34
20150616-5:00,33
20150616-6:00,36
20150616-7:00,43
20150616-8:00,58
20150616-9:00,56
20150616-10:00,40
20150616-11:00,28
20150616-12:00,21
20150616-13:00,18
20150616-14:00,20
20150616-15:00,18
20150616-16:00,20
20150616-17:00,18
20150616-18:00,16
20150616-19:00,14
20150616-20:00,17
20150616-21:00,22
20150616-22:00,28
20150616-23:00,30
20150617-0:00,35
20150617-1:00,45
20150617-2:00,42
20150617-3:00,48
20150617-4:00,49
20150617-5:00,50
20150617-6:00,53
20150617-7:00,57
20150617-8:00,64
20150617-9:00,63
20150617-10:00,64
20150617-11:00,53
20150617-12:00,52
20150617-13:00,55
20150617-14:00,51
20150617-15:00,44
20150617-16:00,28
20150617-17:00,34
20150617-18:00,32
20150617-19:00,29
20150617-20:00,30
20150617-21:00,27
20150617-22:00,19
20150617-23:00,17
20150618-0:00,19
20150618-1:00,23
20150618-2:00,26
20150618-3:00,26
20150618-4:00,30
20150618-5:00,25
20150618-6:00,22
20150618-7:00,31
20150618-8:00,35
20150618-9:00,41
20150618-10:00,33
20150618-11:00,20
20150618-12:00,19
20150618-13:00,21
20150618-14:00,22
20150618-15:00,18
20150618-16:00,19
20150618-17:00,19
20150618-18:00,18
20150618-19:00,19
20150618-20:00,23
20150618-21:00,23
20150618-22:00,15
20150618-23:00,13
20150619-0:00,18
20150619-1:00,25
20150619-2:00,31
20150619-3:00,38
20150619-4:00,35
20150619-5:00,39
20150619-6:00,42
20150619-7:00,38
20150619-8:00,30
20150619-9:00,31
20150619-10:00,31
20150619-11:00,25
20150619-12:00,22
20150619-13:00,26
20150619-14:00,19
20150619-15:00,20
20150619-16:00,15
20150619-17:00,19
20150619-18:00,20
20150619-19:00,16
20150619-20:00,15
20150619-21:00,17
20150619-22:00,20
20150619-23:00,19
20150620-0:00,20
20150620-1:00,21
20150620-2:00,30
20150620-3:00,34
20150620-4:00,37
20150620-5:00,40
20150620-6:00,34
20150620-7:00,51
20150620-8:00,61
20150620-9:00,43
20150620-10:00,27
20150620-11:00,18
20150620-12:00,17
20150620-13:00,15
20150620-14:00,14
20150620-15:00,15
20150620-16:00,16
20150620-17:00,16
20150620-18:00,16
20150620-19:00,19
20150620-20:00,20
20150620-21:00,21
20150620-22:00,21
20150620-23:00,21
20150621-0:00,22
20150621-1:00,23
20150621-2:00,26
20150621-3:00,29
20150621-4:00,31
20150621-5:00,33
20150621-6:00,32
20150621-7:00,40
20150621-8:00,36
20150621-9:00,22
20150621-10:00,16
20150621-11:00,17
20150621-12:00,17
20150621-13:00,18
20150621-14:00,19
20150621-15:00,21
20150621-16:00,21
20150621-17:00,23
20150621-18:00,22
20150621-19:00,23
20150621-20:00,30
20150621-21:00,34
20150621-22:00,34
20150621-23:00,33
20150622-0:00,33
20150622-1:00,39
20150622-2:00,53
20150622-3:00,66
20150622-4:00,75
20150622-5:00,105
20150622-6:00,121
20150622-7:00,109
20150622-8:00,93
20150622-9:00,59
20150622-10:00,40
20150622-11:00,36
20150622-12:00,31
20150622-13:00,27
20150622-14:00,27
20150622-15:00,25
20150622-16:00,27
20150622-17:00,28
20150622-18:00,26
20150622-19:00,25
20150622-20:00,24
20150622-21:00,27
20150622-22:00,28
20150622-23:00,31
20150623-0:00,35
20150623-1:00,42
20150623-2:00,46
20150623-3:00,53
20150623-4:00,68
20150623-5:00,85
20150623-6:00,82
20150623-7:00,69
20150623-8:00,63
20150623-9:00,47
20150623-10:00,26
20150623-11:00,19
20150623-12:00,15
20150623-13:00,14
20150623-14:00,14
20150623-15:00,14
20150623-16:00,14
20150623-17:00,16
20150623-18:00,17
20150623-19:00,18
20150623-20:00,20
20150623-21:00,21
20150623-22:00,21
20150623-23:00,21
20150624-0:00,21
20150624-1:00,27
20150624-2:00,30
20150624-3:00,31
20150624-4:00,34
20150624-5:00,37
20150624-6:00,34
20150624-7:00,34
20150624-8:00,37
20150624-9:00,31
20150624-10:00,25
20150624-11:00,23
20150624-12:00,25
20150624-13:00,29
20150624-14:00,36
20150624-15:00,43
20150624-16:00,53
20150624-17:00,66
20150624-18:00,69
20150624-19:00,86
20150624-20:00,91
20150624-21:00,89
20150624-22:00,86
20150624-23:00,71
20150625-0:00,67
20150625-1:00,72
20150625-2:00,60
20150625-3:00,46
20150625-4:00,38
20150625-5:00,37
20150625-6:00,37
20150625-7:00,36
20150625-8:00,36
20150625-9:00,36
20150625-10:00,37
20150625-11:00,46
20150625-12:00,53
20150625-13:00,56
20150625-14:00,69
20150625-15:00,78
20150625-16:00,70
20150625-17:00,72
20150625-18:00,77
20150625-19:00,77
20150625-20:00,82
20150625-21:00,85
20150625-22:00,90
20150625-23:00,102
20150626-0:00,103
20150626-1:00,103
20150626-2:00,102
20150626-3:00,105
20150626-4:00,109
20150626-5:00,101
20150626-6:00,105
20150626-7:00,128
20150626-8:00,132
20150626-9:00,131
20150626-10:00,134
20150626-11:00,141
20150626-12:00,118
20150626-13:00,118
20150626-14:00,117
20150626-15:00,111
20150626-16:00,106
20150626-17:00,92
20150626-18:00,82
20150626-19:00,76
20150626-20:00,81
20150626-21:00,84
20150626-22:00,89
20150626-23:00,107
20150627-0:00,114
20150627-1:00,109
20150627-2:00,104
20150627-3:00,108
20150627-4:00,103
20150627-5:00,101
20150627-6:00,92
20150627-7:00,112
20150627-8:00,130
20150627-9:00,131
20150627-10:00,96
20150627-11:00,86
20150627-12:00,73
20150627-13:00,57
20150627-14:00,47
20150627-15:00,50
20150627-16:00,57
20150627-17:00,58
20150627-18:00,62
20150627-19:00,61
20150627-20:00,67
20150627-21:00,74
20150627-22:00,83
20150627-23:00,89
20150628-0:00,96
20150628-1:00,109
20150628-2:00,118
20150628-3:00,135
20150628-4:00,150
20150628-5:00,154
20150628-6:00,150
20150628-7:00,141
20150628-8:00,126
20150628-9:00,126
20150628-10:00,119
20150628-11:00,111
20150628-12:00,106
20150628-13:00,97
20150628-14:00,81
20150628-15:00,70
20150628-16:00,67
20150628-17:00,69
20150628-18:00,65
20150628-19:00,64
20150628-20:00,52
20150628-21:00,47
20150628-22:00,41
20150628-23:00,39
20150629-0:00,44
20150629-1:00,50
20150629-2:00,60
20150629-3:00,76
20150629-4:00,41
20150629-5:00,17
20150629-6:00,17
20150629-7:00,16
20150629-8:00,16
20150629-9:00,16
20150629-10:00,17
20150629-11:00,16
20150629-12:00,19
20150629-13:00,18
20150629-14:00,10
20150629-15:00,8
20150629-16:00,8
20150629-17:00,7
20150629-18:00,6
20150629-19:00,8
20150629-20:00,9
20150629-21:00,12
20150629-22:00,12
20150629-23:00,12
20150630-0:00,15
20150630-1:00,18
20150630-2:00,22
20150630-3:00,25
20150630-4:00,24
20150630-5:00,24
20150630-6:00,24
20150630-7:00,29
20150630-8:00,31
20150630-9:00,20
20150630-10:00,14
20150630-11:00,13
20150630-12:00,13
20150630-13:00,14
20150630-14:00,14
20150630-15:00,14
20150630-16:00,14
20150630-17:00,14
20150630-18:00,14
20150630-19:00,14
20150630-20:00,13
20150630-21:00,12
20150630-22:00,12
20150630-23:00,13
20150701-0:00,11
20150701-1:00,10
20150701-2:00,8
20150701-3:00,8
20150701-4:00,8
20150701-5:00,5
20150701-6:00,4
20150701-7:00,4
20150701-8:00,5
20150701-9:00,5.428571429
20150701-10:00,5.857142857
20150701-11:00,6.285714286
20150701-12:00,6.714285714
20150701-13:00,7.142857143
20150701-14:00,7.571428571
20150701-15:00,8
20150701-16:00,9
20150701-17:00,7
20150701-18:00,7
20150701-19:00,8
20150701-20:00,9
20150701-21:00,14
20150701-22:00,17
20150701-23:00,16
20150702-0:00,18
20150702-1:00,19
20150702-2:00,22
20150702-3:00,19
20150702-4:00,17
20150702-5:00,19
20150702-6:00,20
20150702-7:00,19
20150702-8:00,24
20150702-9:00,29
20150702-10:00,41
20150702-11:00,54
20150702-12:00,38
20150702-13:00,53
20150702-14:00,42
20150702-15:00,26
20150702-16:00,46
20150702-17:00,43
20150702-18:00,31
20150702-19:00,17
20150702-20:00,16
20150702-21:00,15
20150702-22:00,17
20150702-23:00,23
20150703-0:00,20
20150703-1:00,18
20150703-2:00,20
20150703-3:00,21
20150703-4:00,27
20150703-5:00,33
20150703-6:00,31
20150703-7:00,26
20150703-8:00,20
20150703-9:00,17
20150703-10:00,14
20150703-11:00,10
20150703-12:00,10
20150703-13:00,10
20150703-14:00,10
20150703-15:00,11
20150703-16:00,13
20150703-17:00,14
20150703-18:00,14
20150703-19:00,15
20150703-20:00,14
20150703-21:00,14
20150703-22:00,18
20150703-23:00,21
20150704-0:00,19
20150704-1:00,18
20150704-2:00,20
20150704-3:00,22
20150704-4:00,22
20150704-5:00,22
20150704-6:00,22
20150704-7:00,28
20150704-8:00,34
20150704-9:00,30
20150704-10:00,20
20150704-11:00,17
20150704-12:00,15
20150704-13:00,13
20150704-14:00,12
20150704-15:00,13
20150704-16:00,12
20150704-17:00,16
20150704-18:00,18
20150704-19:00,18
20150704-20:00,18
20150704-21:00,17
20150704-22:00,17
20150704-23:00,16
20150705-0:00,14
20150705-1:00,12
20150705-2:00,11
20150705-3:00,9
20150705-4:00,9
20150705-5:00,11
20150705-6:00,10
20150705-7:00,12
20150705-8:00,12
20150705-9:00,16
20150705-10:00,18
20150705-11:00,18
20150705-12:00,17
20150705-13:00,16
20150705-14:00,14
20150705-15:00,13
20150705-16:00,13
20150705-17:00,13
20150705-18:00,16
20150705-19:00,19
20150705-20:00,19
20150705-21:00,19
20150705-22:00,18
20150705-23:00,23
20150706-0:00,24
20150706-1:00,28
20150706-2:00,40
20150706-3:00,40
20150706-4:00,39
20150706-5:00,45
20150706-6:00,49
20150706-7:00,57
20150706-8:00,66
20150706-9:00,59
20150706-10:00,52
20150706-11:00,45
20150706-12:00,43
20150706-13:00,47
20150706-14:00,39
20150706-15:00,33
20150706-16:00,33
20150706-17:00,34
20150706-18:00,33
20150706-19:00,32
20150706-20:00,33
20150706-21:00,37
20150706-22:00,39
20150706-23:00,47
20150707-0:00,49
20150707-1:00,47
20150707-2:00,46
20150707-3:00,46
20150707-4:00,45
20150707-5:00,49
20150707-6:00,51
20150707-7:00,55
20150707-8:00,50
20150707-9:00,33
20150707-10:00,24
20150707-11:00,20
20150707-12:00,22
20150707-13:00,24
20150707-14:00,21
20150707-15:00,26
20150707-16:00,25
20150707-17:00,25
20150707-18:00,25
20150707-19:00,24
20150707-20:00,27
20150707-21:00,29
20150707-22:00,30
20150707-23:00,34
20150708-0:00,38
20150708-1:00,45
20150708-2:00,44
20150708-3:00,57
20150708-4:00,76
20150708-5:00,71
20150708-6:00,65
20150708-7:00,75
20150708-8:00,47
20150708-9:00,30
20150708-10:00,23
20150708-11:00,18
20150708-12:00,16
20150708-13:00,14
20150708-14:00,14
20150708-15:00,14
20150708-16:00,14
20150708-17:00,14
20150708-18:00,17
20150708-19:00,18
20150708-20:00,17
20150708-21:00,17
20150708-22:00,22
20150708-23:00,23
20150709-0:00,26
20150709-1:00,26
20150709-2:00,26
20150709-3:00,27
20150709-4:00,27
20150709-5:00,28
20150709-6:00,28
20150709-7:00,31
20150709-8:00,35
20150709-9:00,23
20150709-10:00,18
20150709-11:00,14
20150709-12:00,13
20150709-13:00,10
20150709-14:00,11
20150709-15:00,11
20150709-16:00,12
20150709-17:00,11
20150709-18:00,12
20150709-19:00,13
20150709-20:00,15
20150709-21:00,15
